name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
lucamagdalenaulz,48,863,541,Luca Magdalena | Austria ‚All we have is NOW‘⏱ just a coffee addicted girl in her twenties who’s biggest dream is being a corgi owner one day,,Artist Followed by ,Food happymoments Prag Roadtrip Tucépi Amsterdam Stockholm Norway - Bergen Croatia San Sebastian Birthday,,,
