name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
bianca_codospan,54,"2,067",853,بيانكا 📍Bahrain/Dubai  💯Fitness ♡  Lifestyle 🎀 World Traveller 🌎  💚 Nature 🌿 Cats 🐾    Food ✌ ❤️Romania Live open minded and there will be no limits 🐯,,Followed by ,Greece 🇬🇷 Prague 🇨🇿 Middle East life Dubai 🇦🇪 Bahrain 🇧🇭 Kenya Cairo my life 🖤 UAE Vienna Romania 🇷🇴 Fitness Barcelona 💜 Mallorca ☀️🇪🇸,,,
