name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
zita_martus,503,"1,294",655,Mut/Mentorin/Visionsgeberin 💙 Speakerin ✨Founder    💙 Mentorin für „Herzensweg“ ✨ Leitung    Meine💙Herzensangebote👇 linktr.ee/zita_martus,,Entrepreneur @soundhorn @casa_ananda_graz Followed by ,Visionskurs Zitate Übungen✨ Mut-Tipps💪 Online-Kurs Vortag 2MIN2Millionen Interview Auszeichnung♥️ Mentoring✨ Meditation That is me❤️ Worte für dich!,,,
