name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
denisevorraber,358,917,463,"D E N I S E | Pitch Trainer 🔥    ✨ sharing my life as a pitch trainer, speaker and feminist 💃🏼 on a mission to empower females with  www.denisevorraber.com",#forbes30under30,Entrepreneur @feminds.io Followed by ,press pitch training speaking under30 san fran concerts trips friends,,,
