name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
irisweiss_,88,"1,856",630,I R I S  W E I S S lower austria | vienna  marketing student    sunshine with a little hurricane 🌞,,@fhwnwibu Followed by ,playlist loved ones me nature random food home croatia lakes new york prague stockholm,,,
