name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
cafe_fotter,482,"2,951",738,Café Fotter Frühstück | Mehlspeisen | Snacks  Grazer Kaffeehaustradition seit 1936 💻➡️ jetzt auch online ⬅️💻     www.cafe-fotter.at,#fottern #cafefotter #fotternonline,Followed by ,Breakfastclub Food Jobs Latte Art Online-Shop PR Take away Fotter Natal,,,
