name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
aliki_gigerl,226,"6,757","1,258","• ALIKI • Vegan Food | Animals | Sustainability | Yoga | Psoriasis  ✨ Creative mind    👩🏻‍🍳    📍 Graz, AT",,@studioherzfeld @alikis_kitchenstories,A ♥️ EMPFEHLUNGEN MUCKI & CARLOS LUNCH/DINNER GRAZ VEGAN BREAKFAST DESSERT PSORIASIS GNADENHOF YOGA OUTFITS HOME CBD OIL TAP,,,
