name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
motioncooking,"1,178",23.7k,"2,155",MotionCooking Essen | Trinken | Leben 🍕🍸🥳 🏠 in Graz 🇦🇹  - - - -  Hier findest du meine Rezepte📖 www.motioncooking.com/rezepte,,Followed by ,SAUERTEIG,,,
