name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
caryf90,175,615,"1,655",Carina ▪️my Husky   🐾🐕🐺 ▪️hiking 🥾⛰▪️Beach 🏝☀️🍹▪️Friends 🥂🍾▪️paramedic redcross austria 🚑🚨 ▪️Travel ✈️🏝🗺▪️FAMILY♥️▪️,,@ezio_theaustrianhusky Followed by ,,True,,
