name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
cheers_rost,337,"2,368",960,"ROST DER Rosé-Wein-Spritzer. 100% steirisch | Ohne Zuckerzusatz Für alle, die richtige Momente mit dem richtigen Drink feiern! www.cheersrost.com",#wahrelieberostetnicht,Followed by ,MEDIA 2MIN2MIO EDITIONS CHEERS,,,
