name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
cori_crumb,74,"6,021",940,Cori |Fashion|Travel|Lifestyle 💕 Always trying to be a rainbow at the end of a thunderstorm 💕 ✨ Happy stalking! ✨ 🇦🇹 Graz | 27 | 179cm linktr.ee/cori_crumb,,Followed by ,Sports Home 💕 Moments 💜 Food Venice Vienna Tribunj Roma Ljubljana shootings 💕 Nights out 😄 Triest Ukulele On the road 😄,,,
