name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
asiahouse_voeck,59,"1,258",679,Restaurant Asiahouse Asiatische Kulinarik anders erleben. Endlich wieder Themenbuffet und Mongolian BBQ vor Ort für unsere Gäste 😋🍣 www.asiahouse.at,,Followed by ,Lycheecocktail Themen-Buffet BBQ Dessert-Wagen Sushi,,,
