name_of_profile,number_of_posts,followers,following,description_of_profile,hashtags_of_description,other_tags_of_description,lifestyle_stories,is_private,following_names,followers_names
eisteefreunde,356,"5,861",691,"eisteefreunde Unsere Mission: wir testen jeden Eistee dieser Welt! 🌱 Folgt für tägliche Tests, selfmade Eistees und regelmäßige Gewinnspiele! eisteefreunde.de",#eisteefreunde,Followed by ,GEWINNSPIEL WORLDWIDE DIY-EISTEE RANKING,,,
